iter	MultiClass
121	0.04846454598
122	0.04801708854
123	0.04743642536
124	0.046884036
125	0.04642454557
126	0.04593753398
127	0.04546667728
128	0.04478607044
129	0.04443176607
130	0.04413263655
131	0.04359003809
132	0.0430223469
133	0.04271779906
134	0.04236103546
135	0.04205036286
136	0.04173398317
137	0.04121758379
138	0.04082338437
139	0.04036848513
140	0.0400240319
141	0.03962580911
142	0.03911277385
143	0.03867461554
144	0.03837248469
145	0.03813116073
146	0.0378983776
147	0.03754839875
148	0.0372824663
149	0.0370475682
150	0.03677900143
151	0.03642942287
152	0.03612678078
153	0.03575279307
154	0.03546207576
155	0.03511228798
156	0.03487662516
157	0.03460801378
158	0.03440026988
159	0.0340854497
160	0.03374676959
161	0.03352745412
162	0.03328185251
163	0.03298666022
164	0.03260848982
165	0.0323839647
166	0.03217000978
167	0.03189654925
168	0.03165992871
169	0.03144402712
170	0.03119279206
171	0.03100705616
172	0.03075898544
173	0.03051550322
174	0.03031019552
175	0.03009713616
176	0.02983562065
177	0.02965191619
178	0.02946225612
179	0.02929998546
180	0.02910046537
181	0.02889134024
182	0.02864676541
183	0.02842352953
184	0.0281651051
185	0.02794990469
186	0.02776049906
187	0.02754456975
188	0.0273974196
189	0.02723468795
190	0.0270857547
191	0.02690820194
192	0.02676894022
193	0.0266299908
194	0.02641941584
195	0.02622314829
196	0.02605239363
197	0.02587468288
198	0.02573363239
199	0.02558647291
200	0.0254471333
201	0.02531791504
202	0.02511619074
203	0.02496057638
204	0.02484026525
205	0.02473556531
206	0.02458916269
207	0.02444382074
208	0.02431196607
209	0.02419175566
210	0.02397775381
211	0.02385129903
212	0.02376829422
213	0.02364687281
214	0.02351864048
215	0.02331258669
216	0.02319030913
217	0.02304200061
218	0.02288323132
219	0.02273786107
220	0.02262807521
221	0.02253178174
222	0.02243389544
223	0.02229013479
224	0.02218605846
225	0.02202132812
226	0.0218414543
227	0.02168896024
228	0.02157895016
229	0.02149497368
230	0.02138018273
231	0.02125316841
232	0.02116462861
233	0.02107996476
234	0.02101381517
235	0.02091639722
236	0.02074655775
237	0.02063671073
238	0.02054835057
239	0.0204383923
240	0.0203402069
241	0.02022580432
242	0.02015613263
243	0.0200296088
244	0.01987644341
245	0.01976950173
246	0.01968057509
247	0.0195578946
248	0.01945107287
249	0.01932015867
250	0.01922722965
251	0.01915684588
252	0.01903340257
253	0.01892868177
254	0.01885072096
255	0.01878130124
256	0.01868966224
257	0.01860984593
258	0.01854494638
259	0.018459559
260	0.01839155805
261	0.01830661869
262	0.01822615472
263	0.01817709075
264	0.01812136069
265	0.01800427302
266	0.01793767123
267	0.01786614736
268	0.01777262549
269	0.0177070315
270	0.01763110068
271	0.01756851925
272	0.01748569457
273	0.01738378205
274	0.01729828619
275	0.01722866722
276	0.01714607554
277	0.01706719974
278	0.01700634308
279	0.01694080548
280	0.01688575509
281	0.01681254912
282	0.01673920049
283	0.01666812272
284	0.01660906189
285	0.01654019484
286	0.01646115062
287	0.01640321165
288	0.01635116969
289	0.01628743436
290	0.01622190893
291	0.01614431471
292	0.01609153062
293	0.01600355767
294	0.01595444459
295	0.01586644092
296	0.01581439053
297	0.01577293754
298	0.01572852699
299	0.01566610979
300	0.01559314078
301	0.01550572459
302	0.01543063525
303	0.01536545472
304	0.01531632539
305	0.01525443169
306	0.01518871605
307	0.01513672716
308	0.01507898309
309	0.01500878022
310	0.01495315221
311	0.01490524602
312	0.01483917972
313	0.01476305838
314	0.01470815452
315	0.01465269584
316	0.01459515613
317	0.01453671339
318	0.01446698595
319	0.01440671692
320	0.01436188254
321	0.01429301083
322	0.01425317501
323	0.01420378785
324	0.01414898392
325	0.01410807267
326	0.0140605802
327	0.0140210488
328	0.01396617899
329	0.01393178543
330	0.01388139358
331	0.01383995268
332	0.0137907913
333	0.01373647369
334	0.01369390322
335	0.01365069953
336	0.01359622422
337	0.01354363332
338	0.01350099121
339	0.01345386031
340	0.01341640211
341	0.01335949801
342	0.01332233018
343	0.01328780825
344	0.01325153871
345	0.01322455366
346	0.01315739726
347	0.01311130632
348	0.01306981809
349	0.01301150835
350	0.01297001753
351	0.01292938123
352	0.01289327633
353	0.01285862295
354	0.01281678636
355	0.01278165195
356	0.01274555957
357	0.01269111691
358	0.01262131672
359	0.01259074561
360	0.01253837247
361	0.01250328891
362	0.01244116491
363	0.012409575
364	0.01236947295
365	0.01233868335
366	0.01229928272
367	0.0122595092
368	0.01222515222
369	0.01219742875
370	0.01216173575
371	0.01211802864
372	0.01209174705
373	0.01205911782
374	0.01202261007
375	0.01198503664
376	0.01195546403
377	0.01190661713
378	0.01186331593
379	0.01180579261
380	0.01177834123
381	0.0117416289
382	0.01171309227
383	0.01167425333
384	0.01164822155
385	0.01162620976
386	0.01158774145
387	0.01156312761
388	0.01152948314
389	0.01150388413
390	0.01147896634
391	0.01144273635
392	0.01141010559
393	0.01138256349
394	0.01134162521
395	0.01129318015
396	0.01124797436
397	0.01122278023
398	0.01116756757
399	0.01112559607
400	0.01109661535
401	0.01106835816
402	0.01102739443
403	0.01097795027
404	0.01094696572
405	0.01091562646
406	0.01088500558
407	0.01086181219
408	0.01083779908
409	0.01081234866
410	0.01078866849
411	0.01076963297
412	0.01074337744
413	0.01071315295
414	0.0106820674
415	0.01065728497
416	0.01063743296
417	0.01059160621
418	0.01055302512
419	0.01052765549
420	0.01049549972
421	0.01046257675
422	0.01043601558
423	0.01041191761
424	0.01038595693
425	0.01035311898
426	0.01031551686
427	0.0102920561
428	0.01026712706
429	0.01024038004
430	0.0102213813
431	0.01020123941
432	0.01017736121
433	0.01014944107
434	0.01011943215
435	0.0100985222
436	0.01006535801
437	0.01003889633
438	0.01001986033
439	0.009996244953
440	0.009952133242
441	0.00992395626
442	0.009895192682
443	0.009866394688
444	0.009832199321
445	0.00980991843
446	0.009788733494
447	0.009758937071
448	0.009735622561
449	0.009696033099
450	0.009673737048
451	0.009654585745
452	0.00963060409
453	0.009601905076
454	0.009582922619
455	0.009554273083
456	0.009514734805
457	0.009489937899
458	0.009465210697
459	0.009449026809
460	0.009420721211
461	0.009392527095
462	0.009370193247
463	0.009338529999
464	0.009307202191
465	0.009277472596
466	0.00925735211
467	0.00923286608
468	0.009212237872
469	0.009184066769
470	0.009158440101
471	0.009132205035
472	0.00911148158
473	0.009090472025
474	0.009073580851
475	0.009038343377
476	0.009021474629
477	0.008998604429
478	0.008978119363
479	0.008958387917
480	0.008940032695
481	0.008917966531
482	0.008894492392
483	0.00887965709
484	0.008855897696
485	0.008843167692
486	0.008814350953
487	0.008800713225
488	0.008777615083
489	0.008758897883
490	0.008740030975
491	0.008720989869
492	0.008687798857
493	0.008672894674
494	0.008656929922
495	0.008634142495
496	0.008613845862
497	0.008589853337
498	0.00856869845
499	0.008548795724
500	0.00852804471
501	0.008511712774
502	0.008493393319
503	0.00847276003
504	0.008458567643
505	0.008436494005
506	0.008420928655
507	0.008400460449
508	0.008386383183
509	0.00836634591
510	0.008347771193
511	0.008321448994
512	0.008302819901
513	0.008283025001
514	0.008266345748
515	0.008252807083
516	0.008236547336
517	0.008223395491
518	0.008206563973
519	0.008188709596
520	0.008170840743
521	0.008157268534
522	0.008140428872
523	0.008122197075
524	0.008102457413
525	0.008083906539
526	0.008068066169
527	0.008049662304
528	0.008034340584
529	0.0080204766
530	0.008000458318
531	0.007987117632
532	0.007959071206
533	0.007937813557
534	0.007925434168
535	0.00791246269
536	0.007895746221
537	0.00787672033
538	0.007858564024
539	0.00784522294
540	0.007829947193
541	0.007812757306
542	0.00779697857
543	0.007783387059
544	0.007770586512
545	0.007759463784
546	0.007743306263
547	0.0077260297
548	0.007709415066
549	0.007694230399
550	0.007678115806
551	0.007663491459
552	0.007647903997
553	0.007633973833
554	0.00762600932
555	0.00760808525
556	0.00759256939
557	0.007577414206
558	0.007560656404
559	0.007548364546
560	0.00753485286
561	0.007516941591
562	0.007504819688
563	0.007491975912
564	0.007479427472
565	0.007463570609
566	0.007440930653
567	0.007430262046
568	0.007417852388
569	0.0074078009
570	0.007391376718
571	0.007371219352
572	0.007357257762
573	0.007343862427
574	0.007330986714
575	0.007313336694
576	0.007293977343
577	0.007279548172
578	0.007263478919
579	0.007248656333
580	0.007231639105
581	0.007221228742
582	0.007206020192
583	0.007187194046
584	0.007172458124
585	0.007161311336
586	0.007146901765
587	0.007130024367
588	0.007110713033
589	0.007095270133
590	0.007085153275
591	0.007072464144
592	0.007056377174
593	0.007035118367
594	0.007020021173
595	0.007007783449
596	0.006991866135
597	0.006978580551
598	0.006965366246
599	0.006955663435
600	0.006941577301
601	0.006932335297
602	0.006923331828
603	0.006904713752
604	0.006892597417
605	0.006883571992
606	0.006868494954
607	0.006854657358
608	0.006835731898
609	0.006824694511
610	0.006812149907
611	0.006802140651
612	0.006790313926
613	0.006778723553
614	0.006761657912
615	0.006750024004
616	0.006741491386
617	0.006725274283
618	0.006716742325
619	0.006699330192
620	0.006689595088
621	0.00667434177
622	0.006657804516
623	0.006648644842
624	0.006639395365
625	0.006625417541
626	0.00661494181
627	0.006607110429
628	0.006595079319
629	0.006581596442
630	0.006571716769
631	0.006562633067
632	0.00654717526
633	0.00653634762
634	0.00652654464
635	0.006514840233
636	0.006505122756
637	0.006494249496
638	0.006484930566
639	0.006470839064
640	0.006461387592
641	0.006442886867
642	0.006432538669
643	0.006417057398
644	0.006403011519
645	0.006391290781
646	0.006376609732
647	0.006359272968
648	0.006342238922
649	0.006326549376
650	0.00631697517
651	0.00630695095
652	0.006295958725
653	0.006285976388
654	0.006272444162
655	0.006261052167
656	0.006250575327
657	0.006240906305
658	0.00623148843
659	0.006217081975
660	0.006208162269
661	0.006200242866
662	0.006190350681
663	0.006181039543
664	0.006169951601
665	0.006161578485
666	0.006153219479
667	0.006143905694
668	0.006128419505
669	0.006119375433
670	0.006111325394
671	0.006100348136
672	0.006092062824
673	0.00608194208
674	0.006073908106
675	0.006061927094
676	0.006054712915
677	0.006046495831
678	0.006037039862
679	0.006028743766
680	0.00602054161
681	0.006011622362
682	0.006002393352
683	0.005992758714
684	0.005982629787
685	0.005971637604
686	0.005963127967
687	0.005952514261
688	0.005939153483
689	0.005930191047
690	0.00592216275
691	0.005911529612
692	0.00590435984
693	0.005897716071
694	0.005882812521
695	0.005876045377
696	0.005865356605
697	0.005853258982
698	0.00584549177
699	0.005834124561
700	0.005819356195
701	0.005814410759
702	0.005806679915
703	0.00579928482
704	0.005793284078
705	0.005783244506
706	0.005774926001
707	0.005765385492
708	0.005753340673
709	0.005743933816
710	0.005736538048
711	0.005726368837
712	0.005718350543
713	0.00570212982
714	0.005694909575
715	0.005683659215
716	0.005676370555
717	0.00566566233
718	0.005658674038
719	0.005652144545
720	0.005646084511
721	0.005639014465
722	0.005632824541
723	0.005621964117
724	0.005614932254
725	0.00560641226
726	0.005597619595
727	0.005585232469
728	0.005575182812
729	0.005565151543
730	0.005558251408
731	0.00555197839
732	0.005538562439
733	0.005528066741
734	0.005520016395
735	0.005514619475
736	0.005504853433
737	0.005499454086
738	0.005492659279
739	0.005479534001
740	0.005472065362
741	0.005463656026
742	0.005456285525
743	0.005451013264
744	0.005439440477
745	0.005433405845
746	0.005427599012
747	0.005419135829
748	0.005405811842
749	0.005397066322
750	0.005390502646
751	0.005385207919
752	0.005379996767
753	0.005374679907
754	0.005365359237
755	0.00535936166
756	0.005350746891
757	0.005337245918
758	0.005327450515
759	0.005318841231
760	0.005311580912
761	0.005304379258
762	0.00529618163
763	0.005288833539
764	0.005280732972
765	0.005271800274
766	0.005264093968
767	0.005256917637
768	0.005250148448
769	0.005243942967
770	0.005238415342
771	0.005229015265
772	0.005221880028
773	0.005215247592
774	0.005207633958
775	0.00519943133
776	0.005192338587
777	0.005185087157
778	0.005180224546
779	0.005173766763
780	0.005167186153
781	0.005161008712
782	0.005156469264
783	0.00515018714
784	0.005145329102
785	0.005134773129
786	0.005126311194
787	0.00511993278
788	0.005110250604
789	0.00510147009
790	0.005095851623
791	0.005087863501
792	0.005081960778
793	0.005075137325
794	0.00506818574
795	0.00506123617
796	0.005052366608
797	0.005046290533
798	0.005040612527
799	0.005032214441
800	0.005026916986
801	0.005020313446
802	0.005013473294
803	0.0050076475
804	0.005001591914
805	0.004995123628
806	0.004989070756
807	0.004978291851
808	0.004969813388
809	0.004961433093
810	0.004954610635
811	0.004948935258
812	0.004938144438
813	0.004930630188
814	0.004924795911
815	0.004917753632
816	0.004911080989
817	0.004904797324
818	0.004897780117
819	0.00489100188
820	0.004883079044
821	0.004877924439
822	0.004872664364
823	0.004867034366
824	0.004862499453
825	0.004854793176
826	0.004847092604
827	0.004842495797
828	0.004836965406
829	0.004831422213
830	0.004824900839
831	0.004820783111
832	0.004815160923
833	0.004806206552
834	0.004795219163
835	0.004789172899
836	0.004785782051
837	0.004780835239
838	0.004774266764
839	0.004767339339
840	0.004762551575
841	0.004755527719
842	0.004750431429
843	0.004742135036
844	0.004733254631
845	0.004728672031
846	0.004722672762
847	0.004712755765
848	0.004706630373
849	0.004701560625
850	0.00469583372
851	0.004688374169
852	0.004681891597
853	0.004676915808
854	0.004669624
855	0.004663680503
856	0.004658450283
857	0.004648115289
858	0.004640928502
859	0.004635165988
860	0.004630399458
861	0.004624108084
862	0.004617119011
863	0.00461173995
864	0.004607321134
865	0.004602642049
866	0.004596048795
867	0.004590160417
868	0.004581850454
869	0.004576507214
870	0.004570103455
871	0.004565551184
872	0.004558835429
873	0.004553127879
874	0.004548054064
875	0.004539721893
876	0.004534951557
877	0.004530685503
878	0.00452641748
879	0.004519852373
880	0.004514807636
881	0.004507918623
882	0.004502980652
883	0.004499343258
884	0.004495205926
885	0.004491323338
886	0.0044865534
887	0.004482502609
888	0.004474951158
889	0.004467754547
890	0.004462354925
891	0.004455855031
892	0.0044490635
893	0.004444797083
894	0.004439203694
895	0.00443532065
896	0.004431862696
897	0.004423195154
898	0.00441603254
899	0.004411798876
900	0.004406289324
901	0.004398510296
902	0.004392549966
903	0.004386222933
904	0.004379798647
905	0.004374092252
906	0.004365934578
907	0.004361467269
908	0.004357159972
909	0.004352756344
910	0.004348445579
911	0.004342850424
912	0.00433824758
913	0.004333668353
914	0.004326167576
915	0.004322450687
916	0.004317408342
917	0.004312578495
918	0.004308178644
919	0.004299378942
920	0.004295801258
921	0.004289454105
922	0.004284512538
923	0.004278267557
924	0.004272347166
925	0.004264735794
926	0.004259749959
927	0.004254246775
928	0.004250527651
929	0.004245722518
930	0.004241133882
931	0.004236928665
932	0.00423221036
933	0.004229380624
934	0.00422244708
935	0.004217467098
936	0.004213852599
937	0.004209515903
938	0.004204881613
939	0.004200417663
940	0.00419556186
941	0.004190816951
942	0.004185355639
943	0.004180161213
944	0.004176508864
945	0.00417308069
946	0.004169356725
947	0.00416443481
948	0.004159924793
949	0.004153221944
950	0.004147891387
951	0.004143356728
952	0.004138174933
953	0.004133507742
954	0.004129108715
955	0.004123843398
956	0.004119605823
957	0.004115900984
958	0.00411168261
959	0.004108588753
960	0.004103393188
961	0.004098794434
962	0.004095430562
963	0.004091561762
964	0.004086594614
965	0.004082672725
966	0.004077682307
967	0.00407294798
968	0.004065891736
969	0.004062797893
970	0.004057653532
971	0.004053132226
972	0.004050601674
973	0.004044200718
974	0.004037032013
975	0.004029217256
976	0.004025253569
977	0.004020671924
978	0.004015714818
979	0.004012233443
980	0.004009402839
981	0.004005015648
982	0.004000703818
983	0.003996200487
984	0.003988825366
985	0.003984726739
986	0.003981430196
987	0.003977693313
988	0.0039746267
989	0.003970476008
990	0.003964350221
991	0.003961356145
992	0.003954509572
993	0.003950237241
994	0.003944797524
995	0.003941071178
996	0.003937106513
997	0.0039345341
998	0.003931051774
999	0.003927951181
